"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerSide_to_FishEnt_twk DisTweaks_UsableObject";"m_UnlockInteractText";"80";"80";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_FoyerSide_to_FishEnt_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"87";"87";"""Ao Exterior da Torre de Dunwall""";"""Para o Exterior da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_Ledge_to_Foyer_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_InteractText";"96";"96";"""Pressione `GBA_Use` para ir ao parapeito do saguão""";"""Pressione `GBA_Use` Viajar para a Cornija do Vestíbulo""";"PT";"PT/Misto"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_rooftop_to_interiorStairs_twk DisTweaks_UsableObject";"m_LockedMessage";"100";"100";"""Trancada. Você precisa da `k""";"""Trancado. Você precisa da `k""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_rooftop_to_interiorStairs_twk DisTweaks_UsableObject";"m_UnlockInteractText";"99";"99";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_rooftop_to_interiorStairs_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"106";"106";"""Ao Interior da Torre de Dunwall""";"""Para o Interior da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_TowerStairs_to_Roof_twk DisTweaks_UsableObject";"m_LockedMessage";"115";"115";"""Essa porta é aberta por outro lugar.""";"""Esta porta é aberta em outro lugar.""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_TowerStairs_to_Roof_twk DisTweaks_UsableObject";"m_UnlockInteractText";"114";"114";"""`GBA_Use` Destrancar""";"""`GBA_Use` Desbloquear""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Door_Transitions.LTD_TowerStairs_to_Roof_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_Name";"121";"121";"""Ao Telhado da Torre de Dunwall""";"""Para o Topo da Torre de Dunwall""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"FireplaceLightSwitch_twk:DisTweaks_InteractableInterface_16 DisTweaks_InteractableInterface";"m_InteractText";"130";"130";""" `GBA_Use` Girar""";"""`GBA_Use` Virar""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Lens_Lever_twk DisTweaks_UsableObject";"m_LockedMessage";"137";"137";"""Não pode ser usada nesse momento""";"""Não pode ser usado agora""";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pwn_PropagandaOfficer DisTweaks_NPCPawn";"m_BusyText";"140";"140";"""Esse personagem estão ocupado""";"""Este personagem está ocupado""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Pwn_PropagandaOfficer DisTweaks_NPCPawn";"m_CannotStealMessage";"141";"141";"""Você não pode mais carregar esse tipo de munição""";"""Você não pode carregar mais munição deste tipo""";"PT";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Granny DisAbstractItem";"m_Description";"154";"154";"""Oh, queridinho, queridinho. Lá em baixo, no porão, que triste. Porque você não vem me ver? Quando você estava aqui, nós os faziamos gritar, não é? Venha me visitar e eu te darei outro presente, esculpido e brilhante. Na verdade, você não é muito de conversar, mas eu adoro ver você trabalhar. Volte e eu lhe contarei histórias, boas histórias.\n\nSua querida vovó""";"""Oh, queridinho, queridinho. Lá no porão, tão sombrio. Por que você não vem me ver? Quando você estava aqui, nós os fizemos gritar, não foi? Volte para me visitar e eu lhe darei outro presente, entalhado e brilhante. Você não é lá muito bom para uma conversa decente, sabe, mas eu adoro vê-lo trabalhar. Volte e eu lhe contarei histórias, que histórias.";"PT";"PT"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Granny DisAbstractItem";"m_ItemName";"152";"152";"""Queridinho""";"""Querida""";"Indeterminado";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Worship DisAbstractItem";"m_Description";"159";"161";"""Restringir uma mente errante antes que se torne rebelde e dividida. Dois inimigos podem ocupar um mesmo corpo? Não, pois o primeiro irá levá-lo por um caminho e o segundo por outro, até acabarem em uma vala. Do mesmo jeito que dois pensamentos opostos não podem permanecer muito tempo na mente de um homem, ou ele perderá sua força de vontade e ficará sujeito à qualquer tipo de heresia. Restringir a língua mentirosa, que é como uma faísca na boca de um homem. Parece insignificante, mas com uma faísca, uma cidade inteira pode ser reduzida à cinzas. O pai da mentira sofrerá uma punição que ficará mais severa com cada pessoa que a transmita. Restringir os pés errantes daqueles que gostam de entrar onde não devem. Eles não prestam atenção nas pedras delimitadoras nos terrenos de outros homens. Eles andam em terras estranhas, só para voltarem com as solas manchadas pela maldade. \n""";"""Refreie uma mente errante antes que se torne irascível e dividida. Dois inimigos podem ocupar o mesmo corpo? Não, pois o primeiro o conduzirá para um lado, e o segundo para outro, até que tropecem num fosso. Da mesma forma, dois pensamentos contrários não podem permanecer por muito tempo na mente de um homem, ou ele se tornará fraco de vontade e sujeito a qualquer heresia. Refreie a língua mentirosa que é como uma faísca na boca de um homem. É coisa tão pequena, mas de uma única faísca uma cidade inteira pode arder até ao chão. O pai de uma mentira sofrerá um castigo agravado por cada pessoa a quem ela for transmitida. Refreie os pés errantes que adoram transgredir. Eles não dão atenção às pedras que demarcam os campos de outros homens. Vagueiam por terras estrangeiras, apenas para regressar com as solas enegrecidas pela iniquidade.""";"PT/Misto";"PT/Misto"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Worship DisAbstractItem";"m_ItemName";"157";"159";"""Cântico do Supervisor""";"""Supervisor Chant""";"PT";"Indeterminado"
"Tower_Twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"tray_twk:DisTweaks_InteractableInterface_17 DisTweaks_InteractableInterface";"m_Name";"162";"164";"""Panela""";"""Painel""";"Indeterminado";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"AG_Tower_Confession_NP DisAbstractItemAudioLog";"m_Description";"4";"4";"""O Lorde Regente se sente culpado e está indeciso sobre seu ""Plano de Erradicação da Pobreza"" e pelo jeito terrível que aconteceu.""";"""O Lorde Regente está dividido e se sente culpado por seu ""Plano de Erradicação da Pobreza"" e pela forma como ele saiu pela culatra.""";"PT";"PT"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Granny DisAbstractItem";"m_Description";"9";"9";"""Oh, queridinho, queridinho. Lá em baixo, no porão, que triste. Porque você não vem me ver? Quando você estava aqui, nós os faziamos gritar, não é? Venha me visitar e eu te darei outro presente, esculpido e brilhante. Na verdade, você não é muito de conversar, mas eu adoro ver você trabalhar. Volte e eu lhe contarei histórias, boas histórias.\n\nSua querida vovó""";"""Ah, queridinho, queridinho. Lá no porão, tão sombrio. Por que você não vem me ver? Quando você estava aqui, nós os fazíamos gritar, não é mesmo? Volte para me visitar e eu lhe darei outro presente, entalhado e brilhante. Você não é muito bom para conversar direito, sabe, mas eu adoro vê-lo trabalhar. Volte e eu lhe contarei histórias, histórias tão boas.";"PT";"PT"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Granny DisAbstractItem";"m_ItemName";"7";"7";"""Queridinho""";"""Querida""";"Indeterminado";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Hocking DisAbstractItem";"m_Description";"14";"16";"""Capitão Briarmont, \nDevo lhe pedir que fale com um de seus homens. O Cabo Keyes está a suas ordens, creio eu. De acordo com o oficial do turno da manhã, Keyes tem ido ao porão para reunir-se com o Interrogador Real. Não tenho idéia do que eles tem discutido, mas foi dito que Keyes tem interesse no ocultismo. De qualquer maneira, eu não sou um Supervisor, por isso não dou a mínima para como ele gasta o seu tempo quando não está em serviço. Mas mantenha-o longe do Torturador. O porão está fora dos limites para os seus homens.\n\n--Major Hocking""";"""Capitão Briarmont,";"PT/Misto";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Hocking DisAbstractItem";"m_ItemName";"12";"14";"""Fora dos Limites""";"""Proibido""";"PT";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_LosingSupport DisAbstractItem";"m_Description";"19";"24";"""Lorde Regente,\n\nDesde que perdemos o apoio financeiro da família Boyle, a situação está péssima e tivemos que fazer cortes drásticos. Os barcos patrulheiros estacionados no rio Wrenhaven em torno da Torre foram redistribuídos pela Costa Norte, para proteger os poucos carregamentos de alimentos que ainda chegam das fazendas de fora de Dunwall.\n\nSenhor, estou lhe avisando agora, isso significa que o acesso à Torre pelo Bloqueio de Água está desprotegido. É pouco provável que eles nos ataquem pelo rio, mas sei como você se preocupa com isso.\n\nIrônicamente, uma coisa está a nosso favor: Desde que o Bloqueio de Água avariou no mês passado, o idiota que faz a manutenção nos controles de fluxo do fosso foi incapaz de consertá-los, e com Sokolov desaparecido, ninguém mais sabe como fazer essa maldita coisa funcionar novamente. Assim, se alguém tentar atacar pelo rio, teria que subir pelos dutos do Bloqueio de Água, algo difícil de se imaginar. \n\n--General Tobias""";"""Senhor Regente,";"PT/Misto";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_LosingSupport DisAbstractItem";"m_ItemName";"17";"22";"""Perdendo Apoio""";"""Perdendo Suporte""";"Indeterminado";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_NotSignedMissing DisAbstractItem";"m_Description";"24";"37";"""Lorde Regente,\nNossa busca pela desaparecida Lady Boyle continua com poucos resultados. Parece que ninguém sabe o que aconteceu com ela, porém, havia um rumor de que ela saiu da festa em um barco. Parece improvável, mas em todo caso, a testemunha em questão não viu mais nada, por isso consideramos que essa pista era fria.\n\nSei que Lady Boyle é muito querida para você. Pode ter certeza que vamos redobrar os nossos esforços para encontrá-la. \n\nCapitão Galloway""";"""Senhor Regente,";"PT/Misto";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_NotSignedMissing DisAbstractItem";"m_ItemName";"22";"35";"""Lady Boyle Desaparecida""";"""Senhora Boyle Desaparecida""";"Indeterminado";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_SignedMissing DisAbstractItem";"m_Description";"29";"47";"""Lorde Regente,\nNossa busca pela desaparecida Lady Boyle continua com poucos resultados. Parece que ninguém sabe o que aconteceu com ela, porém, havia um rumor de que ela saiu da festa em um barco. Parece improvável, mas em todo caso, a testemunha em questão não viu mais nada, por isso consideramos que essa pista era fria.\n\nAlém disso, ela com certeza não merece o seu tempo e não tenho certeza se você deveria sequer mencioná-la. Mas parece que na noite da festa na mansão Boyle alguém assinou o livro de convidados como ""Corvo Attano"". Com certeza deve ser uma brincadeira de mal gosto. Entretanto, você pediu para ser notificado de todas essas questões e a verdade é que nunca encontramos o corpo do Protetor Real, por isso achei melhor informá-lo. Me desculpe por incomodá-lo com esse assunto. \n\nSei que Lady Boyle é muito querida para você. Pode ter certeza que vamos redobrar os nossos esforços para encontrá-la. \n\nCapitão Galloway""";"""Senhor Regente,";"PT/Misto";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_SignedMissing DisAbstractItem";"m_ItemName";"27";"45";"""Lady Boyle Desaparecida""";"""Senhora Boyle Desaparecida""";"Indeterminado";"Indeterminado"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Worship DisAbstractItem";"m_Description";"34";"59";"""Restringir uma mente errante antes que se torne rebelde e dividida. Dois inimigos podem ocupar um mesmo corpo? Não, pois o primeiro irá levá-lo por um caminho e o segundo por outro, até acabarem em uma vala. Do mesmo jeito que dois pensamentos opostos não podem permanecer muito tempo na mente de um homem, ou ele perderá sua força de vontade e ficará sujeito à qualquer tipo de heresia. Restringir a língua mentirosa, que é como uma faísca na boca de um homem. Parece insignificante, mas com uma faísca, uma cidade inteira pode ser reduzida à cinzas. O pai da mentira sofrerá uma punição que ficará mais severa com cada pessoa que a transmita. Restringir os pés errantes daqueles que gostam de entrar onde não devem. Eles não prestam atenção nas pedras delimitadoras nos terrenos de outros homens. Eles andam em terras estranhas, só para voltarem com as solas manchadas pela maldade. \n""";"""Restrinja uma mente errante antes que se torne rebelde e dividida. Dois inimigos podem ocupar o mesmo corpo? Não, pois o primeiro o conduzirá para um lado, e o segundo para outro, até que tropecem num fosso. Da mesma forma, dois pensamentos contrários não podem permanecer por muito tempo na mente de um homem, ou ele se tornará fraco de vontade e sujeito a qualquer heresia. Restrinja a língua mentirosa que é como uma faísca na boca de um homem. É uma coisa tão pequena, mas de uma única faísca uma cidade inteira pode ser reduzida a cinzas. O pai de uma mentira sofrerá um castigo multiplicado por cada pessoa a quem ela for transmitida. Restrinja os pés errantes que adoram transgredir. Eles não dão atenção às pedras que marcam os limites dos campos alheios. Vagam por terras estrangeiras, apenas para retornar com as solas enegrecidas pela iniquidade.""";"PT/Misto";"PT/Misto"
"Tower_Twk_Abs.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"TowerReturn_Notes_Worship DisAbstractItem";"m_ItemName";"32";"57";"""Cântico do Supervisor""";"""Supervisor Chant""";"PT";"Indeterminado"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AdrenalineTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"2";"2";"""Tutorial descartado, não use-o!""";"""Tutorial obsoleto, por favor não use!""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AdrenalineTutorial_PickUp:DisTweaks_Interactable_PickupBase_102 DisTweaks_Interactable_PickupBase";"m_Name";"8";"8";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AssassinationChokeTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"16";"16";"""`GBA_Journal` Ler Tutorial de Eliminação""";"""`GBA_Journal` Ler o tutorial de derrubada""";"PT";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AssassinationChokeTutorial_PickUp:DisTweaks_Interactable_PickupBase_103 DisTweaks_Interactable_PickupBase";"m_Name";"22";"22";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AwarenessTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"30";"30";"""Tutorial descartado, não use-o!""";"""Tutorial descontinuado, por favor não o use!""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.AwarenessTutorial_PickUp:DisTweaks_Interactable_PickupBase_104 DisTweaks_Interactable_PickupBase";"m_Name";"36";"36";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.BlinkTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"44";"44";"""`GBA_Journal` Ler Tutorial do Teleporte""";"""`GBA_Journal` Ler o tutorial de Piscar""";"PT";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.BlinkTutorial_PickUp:DisTweaks_Interactable_PickupBase_105 DisTweaks_Interactable_PickupBase";"m_Name";"50";"50";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.CombatTutorial_PickUp:DisTweaks_Interactable_PickupBase_106 DisTweaks_Interactable_PickupBase";"m_Name";"64";"64";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.CraftsmanTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"72";"72";"""`GBA_Journal` Ler Tutorial de Artesão""";"""`GBA_Journal` Ler o tutorial do artesão""";"PT";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.CraftsmanTutorial_PickUp:DisTweaks_Interactable_PickupBase_107 DisTweaks_Interactable_PickupBase";"m_Name";"78";"78";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.DropDownTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"86";"86";"""`GBA_Journal` Ler Tutorial do Assassinato em uma Queda""";"""`GBA_Journal` Ler o tutorial de assassinato em queda""";"PT";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.DropDownTutorial_PickUp:DisTweaks_Interactable_PickupBase_108 DisTweaks_Interactable_PickupBase";"m_Name";"92";"92";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.ElixirTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"100";"100";"""Tutorial descartado, não use-o!""";"""Tutorial obsoleto, por favor, não o use!""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.ElixirTutorial_PickUp:DisTweaks_Interactable_PickupBase_109 DisTweaks_Interactable_PickupBase";"m_InteractText";"107";"107";"""`GBA_Use`Ler""";"""`GBA_Use` Ler""";"Indeterminado";"Indeterminado"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.ElixirTutorial_PickUp:DisTweaks_Interactable_PickupBase_109 DisTweaks_Interactable_PickupBase";"m_Name";"106";"106";"""Prancheta""";"""Área de Transferência""";"Indeterminado";"PT"
"Tutorials_twk.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"Tweaks.FloorSoundTutorial_PickUp DisTweaks_AbstractItemPickupNote";"m_PressKeyToReadMessage";"114";"114";"""Tutorial descartado, não use-o!""";"""Tutorial descontinuado, por favor não o use!""";"Indeterminado";"PT"
